COMPANYID,CASENO,PROJECTNO,ACTIVITYCODE,LOCATIONCODE,LOCATIONTYPE,STAGECODE,FLAGCODE,PROCESSCODE,PROCESSSERNO,SHOPCODE,WORKCODE,SECTCODE,PLANSTARTDATE,PLANFINISHDATE,PLANDURATION,ACTUALSTARTDATE,ACTUALFINISHDATE,ACTUALDURATION,VOL1,MH1,VOL2,MH2,VOL3,MH3,KLOFFSET,DESCUPDOWN,LINEPOSITION,NETWORKID,ACTIVITYDESC,RESOURCEFLAG,DISTRIBCODE,PROCESSRATIO,ACTUALIFDATE,OPERATIONSTARTDATE,OPERATIONFINISHDATE,OPERATIONIFDATE,CALENDAR_CASENO,CGCODE,CCCODE,CREATEDATE,CREATEUSER,UPDATEDATE,UPDATEUSER,PLANVOLMH,ACTUALVOLMH,MH4,ACTUALIFINDC
D,2020-36-04,5466,A62DO000,62D,P,P,A,O,000,NO1,####,####,2019-12-23,2020-01-17,17,,,,0,0,0,0,0,0,0,U,0,0,5466-62D-000,,,,,,,,,,,2020-04-20,1007589,2020-05-07,1005840,,,,
D,2020-36-04,5466,E62DP000,62D,P,P,E,P,000,NO1,EHPT,4100,2019-12-23,2020-01-09,11,,,,111.2,143.7,0,0,0,0,,,,,,,,,,,,,,,,2020-04-20,1007589,2020-05-07,1005840,,,,
D,2020-36-04,5466,E50MP000,50M,P,P,E,P,000,NO1,EHPT,4100,2020-01-22,2020-02-04,7,,,,35.1,66,0,0,0,0,4,,0,0,,,,,,,,,,,,2020-04-20,1007589,2020-05-07,1005840,,,,
D,2020-36-04,5466,A91AO000,91A,P,P,A,O,000,SHD,####,####,2019-09-30,2020-02-11,90,,,,0,0,0,0,0,0,0,U,0,0,5466-91A-000,,,,,,,,,,,2020-04-20,1007589,2020-05-07,1005840,,,,
D,2020-36-04,5466,E20JPM00,20J,P,P,E,P,M00,NPE,EHPS,4400,2020-03-02,2020-03-03,2,2020-03-02,2020-03-02,,,27.7,0,0,0,0,,,,,,,,100,,,,,,SE301,4400,2020-04-20,1007589,2020-05-07,1005840,,,27.7,Y
D,2020-36-04,5466,E62APS00,62A,P,P,E,P,S00,NO1,EHPS,4100,2019-12-24,2020-01-06,7,2019-12-27,2020-01-15,,,17.5,0,0,0,0,-5,,0,0,,,,100,,,,,,SE301,4100,2020-04-20,1007589,2020-05-07,1005840,,,17.5,Y
D,2020-36-04,5466,P62APP00,62A,P,P,P,P,P00,NO1,PH00,6302,2020-01-13,2020-01-17,5,2020-01-14,2020-03-23,,0,93.7,0,0,0,0,3,,0,0,62A BLK P Stage PE 도장,,,100,,,,,,PH101,6300,2020-04-20,1007589,2020-05-07,1005840,,,93.7,Y
D,2020-36-04,5466,E22AP000,22A,P,P,E,P,000,NO1,EHPT,4100,2019-12-09,2019-12-30,15,,,,224.5,273.3,0,0,0,0,-13,U,0,0,,,,,,,,,,,,2020-04-20,1007589,2020-05-07,1005840,,,,
D,2020-36-04,5466,T62AO000,62A,P,P,T,O,000,NO1,####,####,2019-12-24,2020-01-29,21,,,,0,0,0,0,0,0,-5,,0,0,,,,,,,,,,,,2020-04-20,1007589,2020-05-07,1005840,,,,
D,2020-36-04,5466,W62AOP00,62A,P,P,W,O,P00,NO1,####,####,2019-12-24,2020-01-10,11,,,,0,0,0,0,0,0,-5,,0,0,,,,,,,,,,,,2020-04-20,1007589,2020-05-07,1005840,,,,
D,2020-36-04,5466,A63AO000,63A,P,P,A,O,000,NO1,####,####,2019-12-24,2020-01-29,21,,,,0,0,0,0,0,0,0,U,0,0,5466-63A-000,,,,,,,,,,,2020-04-20,1007589,2020-05-07,1005840,,,,
D,2020-36-04,5466,E22APG00,22A,P,P,E,P,G00,NO1,EHPF,4100,2019-12-11,2019-12-30,13,2019-12-10,2020-01-05,,224.5,224.4,0,0,0,0,-11,,0,0,,,,100,,,,,,SE301,4100,2020-04-20,1007589,2020-05-07,1005840,,,224.4,Y
D,2020-36-04,5466,Z23AZPR0,23A,P,P,Z,Z,PR0,NO1,ESCF,2901,2020-01-07,2020-01-07,1,2020-01-10,2020-01-10,,124.5,117.1,0,0,0,0,0,,0,0,,,,100,,,,,,ZZ201,4370,2020-04-20,1007589,2020-05-07,1005840,,,15.5,Y
D,2020-36-04,5466,T50NO000,50N,P,P,T,O,000,NO1,####,####,2020-01-22,2020-02-10,11,,,,0,0,0,0,0,0,11,,0,0,,,,,,,,,,,,2020-04-20,1007589,2020-05-07,1005840,,,,
D,2020-36-04,5466,T23BO000,23B,P,P,T,O,000,NO1,####,####,2019-12-09,2020-01-10,22,,,,0,0,0,0,0,0,-11,,0,0,,,,,,,,,,,,2020-04-20,1007589,2020-05-07,1005840,,,,
D,2020-36-04,5466,T90AO000,90A,P,P,T,O,000,SHD,####,####,2019-09-23,2020-02-10,94,,,,0,0,0,0,0,0,-33,,0,0,,,,,,,,,,,,2020-04-20,1007589,2020-05-07,1005840,,,,
D,2020-36-04,5466,T50GO000,50G,P,P,T,O,000,NO1,####,####,2020-01-21,2020-02-10,12,,,,0,0,0,0,0,0,6,,0,0,,,,,,,,,,,,2020-04-20,1007589,2020-05-07,1005840,,,,
D,2020-36-04,5466,W50GOP00,50G,P,P,W,O,P00,NO1,####,####,2020-01-21,2020-02-03,7,,,,0,0,0,0,0,0,6,,0,0,,,,,,,,,,,,2020-04-20,1007589,2020-05-07,1005840,,,,
D,2020-36-04,5466,E63GPG00,63G,P,P,E,P,G00,NO1,EHPF,4100,2020-01-14,2020-01-23,8,2020-01-21,2020-02-05,,117.5,120.8,0,0,0,0,,,,,,,,100,,,,,,SE301,4100,2020-04-20,1007589,2020-05-07,1005840,,,120.8,Y
D,2020-36-04,5466,W63GOP00,63G,P,P,W,O,P00,NO1,####,####,2020-01-10,2020-01-23,10,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,2020-04-20,1007589,2020-05-07,1005840,,,,
D,2020-36-04,5466,E63GPS00,63G,P,P,E,P,S00,NO1,EHPS,4100,2020-01-10,2020-01-22,9,2020-01-14,2020-02-05,,,24.7,0,0,0,0,,,,,,,,100,,,,,,SE301,4100,2020-04-20,1007589,2020-05-07,1005840,,,24.7,Y
D,2020-36-04,5466,A63GO000,63G,P,P,A,O,000,NO1,####,####,2020-01-10,2020-02-04,15,,,,0,0,0,0,0,0,0,U,0,0,5466-63G-000,,,,,,,,,,,2020-04-20,1007589,2020-05-07,1005840,,,,
D,2020-36-04,5466,E63GP000,63G,P,P,E,P,000,NO1,EHPT,4100,2020-01-10,2020-01-23,10,,,,117.5,153.7,0,0,0,0,,,,,,,,,,,,,,,,2020-04-20,1007589,2020-05-07,1005840,,,,
D,2020-36-04,5466,P63GPP00,63G,P,P,P,P,P00,NO1,PH00,6302,2020-01-29,2020-01-31,3,2020-01-20,2020-03-30,,0,153.2,0,0,0,0,,,,,,,,100,,,,,,PH101,6300,2020-04-20,1007589,2020-05-07,1005840,,,153.2,Y
D,2020-36-04,5466,Z63HZPI0,63H,P,P,Z,Z,PI0,NO1,ESCF,2901,2020-01-16,2020-01-21,4,2020-01-20,2020-01-21,,153.3,184.5,0,0,0,0,,,,,,,,100,,,,,,ZZ201,4370,2020-04-20,1007589,2020-05-07,1005840,,,26.1,Y
D,2020-36-04,5466,Z63HZPR0,63H,P,P,Z,Z,PR0,NO1,ESCF,2901,2020-02-06,2020-02-06,1,2020-02-05,2020-02-05,,104.5,97.7,0,0,0,0,,,,,,,,100,,,,,,ZZ201,4370,2020-04-20,1007589,2020-05-07,1005840,,,12.9,Y
D,2020-36-04,5466,E63HPM00,63H,P,P,E,P,M00,NO1,EHPS,4100,2020-02-06,2020-02-07,2,2020-02-05,2020-02-05,,,8.2,0,0,0,0,,,,,,,,100,,,,,,SE301,4100,2020-04-20,1007589,2020-05-07,1005840,,,8.2,Y
D,2020-36-04,5466,T63HO000,63H,P,P,T,O,000,NO1,####,####,2020-01-16,2020-02-07,14,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,2020-04-20,1007589,2020-05-07,1005840,,,,
D,2020-36-04,5466,W63HOP00,63H,P,P,W,O,P00,NO1,####,####,2020-01-16,2020-01-31,9,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,2020-04-20,1007589,2020-05-07,1005840,,,,
D,2020-36-04,5466,A63HO000,63H,P,P,A,O,000,NO1,####,####,2020-01-16,2020-02-07,14,,,,0,0,0,0,0,0,0,U,0,0,5466-63H-000,,,,,,,,,,,2020-04-20,1007589,2020-05-07,1005840,,,,
D,2020-36-04,5466,E63HP000,63H,P,P,E,P,000,NO1,EHPT,4100,2020-01-16,2020-01-31,9,,,,141.8,183.4,0,0,0,0,,,,,,,,,,,,,,,,2020-04-20,1007589,2020-05-07,1005840,,,,
D,2020-36-04,5466,E63HPG00,63H,P,P,E,P,G00,NO1,EHPF,4100,2020-01-20,2020-01-31,7,2020-01-21,2020-02-05,,141.8,149.5,0,0,0,0,,,,,,,,100,,,,,,SE301,4100,2020-04-20,1007589,2020-05-07,1005840,,,149.5,Y
D,2020-36-04,5466,Z12DZPR0,12D,P,P,Z,Z,PR0,NO1,ESCF,2901,2020-01-22,2020-01-22,1,2020-01-30,2020-01-30,,152.7,143.4,0,0,0,0,1,,0,0,,,,100,,,,,,ZZ201,4370,2020-04-20,1007589,2020-05-07,1005840,,,19,Y
D,2020-36-04,5466,Z50KZPI0,50K,P,P,Z,Z,PI0,NPE,ESCF,2901,2020-01-15,2020-01-16,2,,,,0,0,0,0,0,0,5,,0,0,,,,,,,,,,ZZ201,4370,2020-04-20,1007589,2020-05-07,1005840,,,0,Y
D,2020-36-04,5466,Z50KZPR0,50K,P,P,Z,Z,PR0,NPE,ESCF,2901,2020-02-04,2020-02-04,1,,,,0,0,0,0,0,0,17,,0,0,,,,,,,,,,ZZ201,4370,2020-04-20,1007589,2020-05-07,1005840,,,0,Y
D,2020-36-04,5466,E63AP000,63A,P,P,E,P,000,NO1,EHPT,4100,2019-12-24,2020-01-10,11,,,,64.1,101.8,0,0,0,0,-5,,0,0,,,,,,,,,,,,2020-04-20,1007589,2020-05-07,1005840,,,,
D,2020-36-04,5466,E63APG00,63A,P,P,E,P,G00,NO1,EHPF,4100,2019-12-27,2020-01-10,9,2020-01-06,2020-01-29,,64.1,74,0,0,0,0,-4,,0,0,,,,100,,,,,,SE301,4100,2020-04-20,1007589,2020-05-07,1005840,,,74,Y
D,2020-36-04,5466,E63APS00,63A,P,P,E,P,S00,NO1,EHPS,4100,2019-12-24,2020-01-07,8,2020-01-03,2020-01-15,,,17.5,0,0,0,0,-5,,0,0,,,,100,,,,,,SE301,4100,2020-04-20,1007589,2020-05-07,1005840,,,17.5,Y
D,2020-36-04,5466,W50AOP00,50A,P,P,W,O,P00,NO1,####,####,2020-01-16,2020-01-23,6,,,,0,0,0,0,0,0,-4,,0,0,,,,,,,,,,,,2020-04-20,1007589,2020-05-07,1005840,,,,
D,2020-36-04,5466,A50BO000,50B,P,P,A,O,000,NO1,####,####,2020-01-20,2020-02-10,13,,,,0,0,0,0,0,0,0,U,0,0,5466-50B-000,,,,,,,,,,,2020-04-20,1007589,2020-05-07,1005840,,,,
D,2020-36-04,5466,E13EPG00,13E,P,P,E,P,G00,NO1,EHPF,4100,2020-01-06,2020-01-22,13,2020-01-06,2020-01-29,,401,396.5,0,0,0,0,-13,,0,0,,,,100,,,,,,SE301,4100,2020-04-20,1007589,2020-05-07,1005840,,,396.5,Y
D,2020-36-04,5466,T12EO000,12E,P,P,T,O,000,NO1,####,####,2019-12-26,2020-02-03,23,,,,0,0,0,0,0,0,-14,,0,0,,,,,,,,,,,,2020-04-20,1007589,2020-05-07,1005840,,,,
D,2020-36-04,5466,W12EOP00,12E,P,P,W,O,P00,NO1,####,####,2019-12-26,2020-01-20,16,,,,0,0,0,0,0,0,-14,U,0,0,,,,,,,,,,,,2020-04-20,1007589,2020-05-07,1005840,,,,
D,2020-36-04,5466,P50MPP00,50M,P,P,P,P,P00,NO1,PH00,6302,2020-02-05,2020-02-10,4,2020-02-11,2020-02-17,,0,79.1,0,0,0,0,12,,0,0,50M BLK P Stage PE 도장,,,100,,,,,,PH101,6300,2020-04-20,1007589,2020-05-07,1005840,,,79.1,Y
D,2020-36-04,5466,Z62FZPI0,62F,P,P,Z,Z,PI0,NO1,ESCF,2901,2019-12-26,2019-12-31,4,2020-01-06,2020-01-06,,115.5,138.8,0,0,0,0,,,,,,,,100,,,,,,ZZ201,4370,2020-04-20,1007589,2020-05-07,1005840,,,19.7,Y
D,2020-36-04,5466,Z62FZPR0,62F,P,P,Z,Z,PR0,NO1,ESCF,2901,2020-01-22,2020-01-22,1,2020-01-16,2020-01-16,,66.7,62.8,0,0,0,0,,,,,,,,100,,,,,,ZZ201,4370,2020-04-20,1007589,2020-05-07,1005840,,,8.3,Y
D,2020-36-04,5466,E62FPM00,62F,P,P,E,P,M00,NO1,EHPS,4100,2020-01-29,2020-01-30,2,2020-01-02,2020-01-29,,,8.7,0,0,0,0,,,,,,,,100,,,,,,SE301,4100,2020-04-20,1007589,2020-05-07,1005840,,,8.7,Y
D,2020-36-04,5466,T62FO000,62F,P,P,T,O,000,NO1,####,####,2019-12-26,2020-01-30,21,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,2020-04-20,1007589,2020-05-07,1005840,,,,
D,2020-36-04,5466,W62FOP00,62F,P,P,W,O,P00,NO1,####,####,2019-12-26,2020-01-16,14,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,2020-04-20,1007589,2020-05-07,1005840,,,,
D,2020-36-04,5466,A62FO000,62F,P,P,A,O,000,NO1,####,####,2019-12-26,2020-01-30,21,,,,0,0,0,0,0,0,0,U,0,0,5466-62F-000,,,,,,,,,,,2020-04-20,1007589,2020-05-07,1005840,,,,
D,2020-36-04,5466,E62FP000,62F,P,P,E,P,000,NO1,EHPT,4100,2019-12-26,2020-01-16,14,,,,152.3,195.7,0,0,0,0,,,,,,,,,,,,,,,,2020-04-20,1007589,2020-05-07,1005840,,,,
D,2020-36-04,5466,ZH41ZDR0,H41,Z,D,Z,Z,DR0,NO1,ZZ00,134S,2020-03-30,2020-03-30,1,2020-03-04,2020-03-26,,375.7,14.6,0,0,0,0,57,D,1,0,NO.4 C.O TK(C) SCAFFOLD'G REMOVAL(LOWER),,,100,,,,,,ZZ201,4370,2020-04-21,1009720,2020-05-11,1009720,,,68.8,Y
D,2020-36-04,5466,ZE76ZQR0,E76,Z,Q,Z,Z,QR0,NO1,ZZ00,134S,2020-04-24,2020-05-04,5,2020-04-27,2020-04-27,,96,87.9,0,0,0,0,75,D,1,0,NO.2 H.F.O TK(S) SCAFFOLD'G REMOVAL,,,100,,,,,,ZZ201,4370,2020-04-21,1009720,2020-05-07,1005840,,,22.5,Y
D,2020-36-04,5466,ZW22ZDR0,W22,Z,D,Z,Z,DR0,NO1,ZZ00,134S,2020-04-07,2020-04-08,2,2020-04-02,2020-04-06,,562.3,24.9,0,0,0,0,63,U,2,0,NO.2 W.W.B TK(P) SCAFFOLD'G REMOVAL,,,100,,,,,,ZZ201,4370,2020-04-21,1009720,2020-05-11,1009720,,,116.7,Y
D,2020-36-04,5466,ZH33ZDR0,H33,Z,D,Z,Z,DR0,NO1,ZZ00,134S,2020-03-31,2020-03-31,1,2020-03-13,2020-03-31,,668.5,25.5,0,0,0,0,58,D,1,0,NO.3 C.O TK(S) SCAFFOLD'G REMOVAL(LOWER),,,100,,,,,,ZZ201,4370,2020-04-21,1009720,2020-05-11,1009720,,,119.9,Y
D,2020-36-04,5466,PF18HDW0,F18,Z,D,P,H,DW0,NO1,PH00,6302,2020-04-06,2020-04-20,10,2020-04-03,2020-04-20,,0,404.9,0,0,0,0,62,U,1,0,FWD VOID UPPER PAINT'G(W&OH),,,100,,,,,,PH102,6300,2020-04-21,1009720,2020-05-07,1005840,,,404.9,Y
D,2020-36-04,5466,KOOOKD10,OOO,Z,D,K,K,D10,NO1,KO00,1001,2020-04-08,2020-04-08,1,,,,0,0,0,0,0,0,93,D,2,0,B/FIRING,,,,,,,,,,,2020-04-21,1009720,2020-05-07,1005840,,,,
D,2020-36-04,5466,WE4SGD04,E4S,Z,D,W,G,D04,NO1,WG00,2704,2020-01-13,2020-03-04,35,2020-01-30,2020-03-06,,0,708,0,0,0,0,5,U,4,0,E40 GENERAL OUTFITTING(S),,,100,,,,,,WG501,2700,2020-04-21,1009720,2020-05-11,1009720,,,708,Y
D,2020-36-04,5466,WE2PGD03,E2P,Z,D,W,G,D03,NO1,WG00,2704,2020-01-08,2020-02-24,31,2020-01-30,2020-02-11,,0,107,0,0,0,0,2,U,1,0,E20 GENERAL OUTFITTING(P),,,100,,,,,,WG501,2700,2020-04-21,1009720,2020-05-11,1009720,,,107,Y
D,2020-36-04,5466,WE4PGD04,E4P,Z,D,W,G,D04,NO1,WG00,2704,2020-01-13,2020-03-04,35,2020-01-30,2020-02-19,,0,768.9,0,0,0,0,5,U,4,0,E40 GENERAL OUTFITTING(P),,,100,,,,,,WG501,2700,2020-04-21,1009720,2020-05-11,1009720,,,768.9,Y
D,2020-36-04,5466,WE00GD10,E00,Z,D,W,G,D10,NO1,WG00,2704,2020-03-25,2020-04-02,7,2020-03-23,2020-04-07,,0,28.5,0,0,0,0,54,U,10,0,OTHER ST-OUTFITT'G INST. INSP.,,,100,,,,,,WG501,2700,2020-04-21,1009720,2020-05-11,1009720,,,28.5,Y
D,2020-36-04,5466,WE00GD15,E00,Z,D,W,G,D15,NO1,WG00,2704,2020-03-20,2020-04-03,11,2020-03-20,,,0,457.9,0,0,0,0,51,U,3,0,WATER SYSTEM  INST. INSP.,,,80.6,,,,,,WG501,2700,2020-04-21,1009720,2020-05-07,1005840,,,457.9,Y
D,2020-36-04,5466,WL00ED13,L00,Z,D,W,E,D13,NO1,WE00,2702,2020-05-28,2020-06-08,8,,,,0,41.6,0,0,0,0,96,U,4,0,INVENTORY EQUIP. INST/OWNER공급품(ACC),,,,,,,,,WE101,2700,2020-04-21,1009720,2020-05-07,1005840,,,41.6,Y
D,2020-36-04,5466,WLE0GD91,LE0,Z,D,W,G,D91,NO1,WL00,2709,2020-02-11,2020-03-13,24,2020-02-10,2020-03-03,,0,0.4,0,0,0,0,23,U,2,0,ELEVATOR INST,,,100,,,,,,WG801,2700,2020-04-21,1009720,2020-05-11,1009720,,,0.4,Y
D,2020-36-04,5466,TD00TDRH,D00,Z,Q,T,T,DRH,NO1,TT00,3503,2020-04-29,2020-05-06,3,2020-04-23,2020-05-01,,0,26.2,0,0,0,0,78,U,49,0,ODME SYS. COMM'G,,,100,,,,,,TT101,3500,2020-04-21,1009720,2020-05-07,1005840,,,26.2,Y
D,2020-36-04,5466,TD00TDRJ,D00,Z,Q,T,T,DRJ,NO1,TT00,3503,2020-05-25,2020-06-01,6,,,,0,13.1,0,0,0,0,93,U,36,0,TANK CLEAN'G HEATER,,,,,,,,,TT101,3500,2020-04-21,1009720,2020-05-07,1005840,,,13.1,Y
D,2020-36-04,5466,TD00TDRK,D00,Z,Q,T,T,DRK,NO1,TT00,3503,2020-04-24,2020-05-12,10,2020-05-08,2020-05-11,,0,13.1,0,0,0,0,75,U,50,0,GAS DETECTION SYS. COMM'G & TEST,,,100,,,,,,TT101,3500,2020-04-21,1009720,2020-05-07,1005840,,,13.1,Y
D,2020-36-04,5466,TD00TDRL,D00,Z,Q,T,T,DRL,NO1,TT00,3503,2020-04-24,2020-04-28,3,2020-04-20,2020-04-23,,0,13.1,0,0,0,0,75,U,44,0,REMOTE SOUND'G SYS.,,,100,,,,,,TT101,3500,2020-04-21,1009720,2020-05-07,1005840,,,13.1,Y
D,2020-36-04,5466,ZH11ZDR0,H11,Z,D,Z,Z,DR0,NO1,ZZ00,134S,2020-04-16,2020-04-16,1,2020-04-24,2020-04-28,,643.5,24.6,0,0,0,0,69,D,1,0,NO.1 C.O TK(C) SCAFFOLD'G REMOVAL(LOWER),,,100,,,,,,ZZ201,4370,2020-04-21,1009720,2020-05-07,1005840,,,115.4,Y
D,2020-36-04,5466,TE00UDR4,E00,Z,Q,T,U,DR4,NO1,TU00,3504,2020-04-16,2020-04-22,5,2020-04-16,2020-04-23,,0,28.7,0,0,0,0,69,U,43,0,EM'CY D/G SYSTEM,,,100,,,,,,TU101,3500,2020-04-21,1009720,2020-05-07,1005840,,,28.7,Y
D,2020-36-04,5466,ZW53ZDR0,W53,Z,D,Z,Z,DR0,NO1,ZZ00,134S,2020-03-30,2020-03-31,2,2020-03-19,2020-03-21,,837.2,35.3,0,0,0,0,57,U,2,0,NO.5 W.W.B TK(S) SCAFFOLD'G REMOVAL,,,100,,,,,,ZZ201,4370,2020-04-21,1009720,2020-05-11,1009720,,,165.8,Y
D,2020-36-04,5466,ZH13ZDR0,H13,Z,D,Z,Z,DR0,NO1,ZZ00,134S,2020-04-10,2020-04-10,1,2020-04-01,2020-04-08,,479,18.3,0,0,0,0,66,D,1,0,NO.1 C.O TK(S) SCAFFOLD'G REMOVAL(LOWER),,,100,,,,,,ZZ201,4370,2020-04-21,1009720,2020-05-11,1009720,,,85.9,Y
D,2020-36-04,5466,WW53GD03,W53,Z,D,W,G,D03,NO1,WD00,2706,2020-01-23,2020-02-17,15,2020-02-25,2020-03-03,,0,110.9,0,0,0,0,13,U,1,0,NO.5 D.B TK(S) OUTFITT'G,,,100,,,,,,WG601,2700,2020-04-21,1009720,2020-05-11,1009720,,,110.9,Y
D,2020-36-04,5466,ZH31ZDR0,H31,Z,D,Z,Z,DR0,NO1,ZZ00,134S,2020-04-01,2020-04-01,1,2020-03-14,2020-03-26,,307.3,12.1,0,0,0,0,59,D,1,0,NO.3 C.O TK(C) SCAFFOLD'G REMOVAL(LOWER),,,100,,,,,,ZZ201,4370,2020-04-21,1009720,2020-05-11,1009720,,,56.6,Y
D,2020-36-04,5466,PW43HDF0,W43,Z,D,P,H,DF0,NO1,PH00,6302,2020-04-16,2020-04-27,8,2020-03-24,2020-04-13,,0,214.3,0,0,0,0,69,U,2,0,NO.4 W.W.B TK(S) PAINT'G(F),,,100,,,,,,PH102,6300,2020-04-21,1009720,2020-05-07,1005840,,,214.3,Y
D,2020-36-04,5466,UE5SGDR1,E5S,Z,D,U,G,DR1,OOS,WBHD,3103,2020-01-17,2020-01-23,5,,,,0,0,0,0,0,0,9,U,5,0,NO.1 AUX. BOILER UNIT ASS'Y,,,,,,,,,WG201,,2020-04-21,1009720,2020-05-07,1005840,,,0,Y
D,2020-36-04,5466,ZE53ZDR0,E53,Z,D,Z,Z,DR0,NO1,ZZ00,134S,2020-04-01,2020-04-02,2,,,,0,0,0,0,0,0,59,U,5,0,AUX. BOILER SCAFFOLD'G REMOVAL,,,,,,,,,ZZ201,4370,2020-04-21,1009720,2020-05-07,1005840,,,0,Y
D,2020-36-04,5466,PE19HDW0,E19,Z,D,P,H,DW0,NO1,PH00,6302,2020-04-20,2020-04-29,8,2020-04-03,2020-05-06,0,0,61.7,0,0,0,0,71,U,1,0,COFFERDAM PAINT'G(S),,,100,,,,,,PH102,6300,2020-04-21,1009720,2020-05-07,1005840,,,61.7,Y
D,2020-36-04,5466,EW53TDA0,W53,Z,D,E,T,DA0,NO1,ET00,4102,2020-03-12,2020-03-12,1,2020-02-21,2020-02-21,,0,14.8,,0,0,0,45,U,3,0,NO.5 W.B TK (S) AIR TEST,,,100,,,,,,SE401,4100,2020-04-21,1009720,2020-05-11,1009720,,,14.6,Y
D,2020-36-04,5466,ZZZZZDR9,ZZZ,Z,D,Z,Z,DR9,NO1,ZZ00,134S,2020-01-06,2020-05-06,81,,,,0,35.2,0,0,0,0,0,U,5,0,후행발판 피스제거용 Act'y ,,,,,,,,,ZZ201,4370,2020-04-21,1009720,2020-05-07,1005840,,,,
D,2020-36-04,5466,ZZZZZDR0,ZZZ,Z,D,Z,Z,DR0,NO1,ZZ00,134S,2020-01-06,2020-05-06,81,,,,0,241.2,0,0,0,0,0,U,6,0,후행발판 물류 작업,,,,,,,,,ZZ201,4370,2020-04-21,1009720,2020-05-07,1005840,,,,
D,2020-36-04,5466,ZH42ZDR1,H42,Z,D,Z,Z,DR1,NO1,ZZ00,134S,2020-03-11,2020-03-12,2,,,,0,0,0,0,0,0,44,D,2,0,NO.4 C.O TK(P) SCAFFOLD'G REMOVAL(UPPER),,,,,,,,,ZZ201,4370,2020-04-21,1009720,2020-05-07,1005840,,,0,Y
D,2020-36-04,5466,ZH43ZDR1,H43,Z,D,Z,Z,DR1,NO1,ZZ00,134S,2020-03-11,2020-03-12,2,,,,0,0,0,0,0,0,44,D,2,0,NO.4 C.O TK(S) SCAFFOLD'G REMOVAL(UPPER),,,,,,,,,ZZ201,4370,2020-04-21,1009720,2020-05-07,1005840,,,0,Y
D,2020-36-04,5466,WL00EQ28,L00,Z,Q,W,E,Q28,NO1,WE00,2702,2020-04-13,2020-05-15,21,,,,0,30.5,0,0,0,0,67,U,7,0,ACC. F/WORK BEFORE S/T(전장),,,,,,,,,WE101,2700,2020-04-21,1009720,2020-05-07,1005840,,,30.5,Y
D,2020-36-04,5466,EE76TDA0,E76,Z,D,E,T,DA0,NO1,ET00,4102,2020-03-02,2020-03-02,1,,,,0,12.9,,0,0,0,37,U,2,0,NO.2 H.F.O TK(S) AIR TEST,,,,,,,,,SE401,4100,2020-04-21,1009720,2020-05-07,1005840,,,0,Y
D,2020-36-04,5466,WD00GD12,D00,Z,D,W,G,D12,NO1,WD00,2706,2020-04-07,2020-04-09,3,2020-03-31,2020-04-07,,0,60.8,0,0,0,0,63,U,8,0,TK. CLEANING MACHINE설치,,,100,,,,,,WG601,2700,2020-04-21,1009720,2020-05-11,1009720,,,60.8,Y
D,2020-36-04,5466,TD00TD14,D00,Z,D,T,T,D14,NO1,TT00,3503,2020-03-25,2020-04-10,13,2020-03-25,2020-04-10,,0,91.6,0,0,0,0,54,U,20,0,EM'CY FIRE P/P HYD LINE FLUSH'G & TEST,,,100,,,,,,TT101,3500,2020-04-21,1009720,2020-05-11,1009720,,,91.6,Y
D,2020-36-04,5466,WD30GD03,D30,Z,D,W,G,D03,NO1,WD00,2706,2020-02-24,2020-03-13,15,2020-02-10,2020-03-11,,0,96.5,0,0,0,0,32,U,3,0,D30 MAIN DK OUTFITT'G,,,100,,,,,,WG601,2700,2020-04-21,1009720,2020-05-11,1009720,,,96.5,Y
D,2020-36-04,5466,TE00UQH4,E00,Z,Q,T,U,QH4,NO1,TU00,3504,2020-04-22,2020-04-29,6,2020-04-21,2020-04-29,,0,130.2,0,0,0,0,73,U,42,0,ME SCR SYSTEM CHECK,,,100,,,,,,TU101,3500,2020-04-21,1009720,2020-05-07,1005840,,,130.2,Y
D,2020-36-04,5466,TE00UD10,E00,Z,D,T,U,D10,NO1,TU00,3504,2020-02-06,2020-03-04,20,2020-03-04,2020-03-04,,0,81.6,0,0,0,0,20,U,34,0,AUTO PILOT NAVI. SYS,,,100,,,,,,TU101,3500,2020-04-21,1009720,2020-05-11,1009720,,,81.6,Y
D,2020-36-04,5466,WD30ED20,D30,Z,D,W,E,D20,NO1,WE00,2702,2020-02-25,2020-03-16,15,2020-03-11,2020-03-11,,0,1,0,0,0,0,33,U,4,0,D30 MAIN DK ELEC. HOT WORK,,,100,,,,,,WE101,2700,2020-04-21,1009720,2020-05-11,1009720,,,1,Y
D,2020-36-04,5466,PD31HDW0,D31,Z,D,P,H,DW0,NO1,PH00,6302,2020-04-06,2020-04-17,9,2020-03-13,2020-04-08,,0,109.6,0,0,0,0,62,U,1,0,DECK STORE PAINT'G,,,99.8,,,,,,PH102,6300,2020-04-21,1009720,2020-05-11,1009720,,,109.6,Y
